BPE: mũmũ | Linguist: mũmũ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: kumeʔe | Linguist: kumeʔe
BPE: ure | Linguist: ure
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: deme | Linguist: deme
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: tapyʔy | Linguist: tapyʔy
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ere karu | Linguist: ere karu
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: u karu | Linguist: u karu
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ere jija | Linguist: ere jija
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: paranĩ uhu | Linguist: paranĩ uhu
BPE: ne | Linguist: ne
BPE: haʔywe | Linguist: haʔywe
BPE: pẽ | Linguist: pẽ
BPE: ure | Linguist: ure
BPE: kaʔarume | Linguist: kaʔarume
BPE: he | Linguist: he
BPE: ∅ tĩ | Linguist: ∅ tĩ
BPE: ipi | Linguist: ipi
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ∅ ĩ | Linguist: ∅ ĩ
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: eʔe | Linguist: eʔe
BPE: wĩ | Linguist: wĩ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: eʔe | Linguist: eʔe
BPE: wĩ | Linguist: wĩ
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ere tʃa | Linguist: ere tʃa
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: e karu | Linguist: e karu
BPE: e juka | Linguist: e juka
BPE: pe jija | Linguist: pe jija
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: marakaja | Linguist: marakaja
BPE: iwi | Linguist: iwi
BPE: nyha | Linguist: nyha
BPE: rupe | Linguist: rupe
BPE: ure | Linguist: ure
BPE: a dynu | Linguist: a dynu
BPE: he | Linguist: he
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: e jeʔa | Linguist: e jeʔa
BPE: tajruhu | Linguist: tajruhu
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: myde | Linguist: myde
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: pe he | Linguist: pe he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: pẽ | Linguist: pẽ
BPE: pe ka | Linguist: pe ka
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: pe | Linguist: pe
BPE: u tĩ | Linguist: u tĩ
BPE: ku | Linguist: ku
BPE: madyʔa | Linguist: madyʔa
BPE: ajete | Linguist: ajete
BPE: he | Linguist: he
BPE: ∅ ju | Linguist: ∅ ju
BPE: imi | Linguist: imi
BPE: awa | Linguist: awa
BPE: pa | Linguist: pa
BPE: ja | Linguist: ja
BPE: ku | Linguist: ku
BPE: aʔy | Linguist: aʔy
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: jĩ | Linguist: jĩ
BPE: awa | Linguist: awa
BPE: pa | Linguist: pa
BPE: y ka | Linguist: y ka
BPE: ʔu he meʔe | Linguist: ʔu he meʔe
BPE: jaty | Linguist: jaty
BPE: he | Linguist: he
BPE: pa | Linguist: pa
BPE: pẽ | Linguist: pẽ
BPE: jaty | Linguist: jaty
BPE: wĩ | Linguist: wĩ
BPE: dydy | Linguist: dydy
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: kumete | Linguist: kumete
BPE: ku | Linguist: ku
BPE: mututapi | Linguist: mututapi
BPE: deme | Linguist: deme
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: tapyʔy | Linguist: tapyʔy
BPE: kaʔarume | Linguist: kaʔarume
BPE: ure | Linguist: ure
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: paje | Linguist: paje
BPE: ∅ pituka | Linguist: ∅ pituka
BPE: eʔe | Linguist: eʔe
BPE: paje | Linguist: paje
BPE: ku | Linguist: ku
BPE: reʔe | Linguist: reʔe
BPE: yna | Linguist: yna
BPE: pẽ | Linguist: pẽ
BPE: ja | Linguist: ja
BPE: myde | Linguist: myde
BPE: ajete | Linguist: ajete
BPE: pẽ | Linguist: pẽ
BPE: imi | Linguist: imi
BPE: ajete | Linguist: ajete
BPE: ne | Linguist: ne
BPE: imi | Linguist: imi
BPE: ajete | Linguist: ajete
BPE: ajete | Linguist: ajete
BPE: yna | Linguist: yna
BPE: jepe | Linguist: jepe
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: pẽ | Linguist: pẽ
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: pẽ | Linguist: pẽ
BPE: u tʃe | Linguist: u tʃe
BPE: yna | Linguist: yna
BPE: ure | Linguist: ure
BPE: dydy | Linguist: dydy
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: reʔe | Linguist: reʔe
BPE: te jahu | Linguist: te jahu
BPE: dydy | Linguist: dydy
BPE: te | Linguist: te
BPE: he | Linguist: he
BPE: jepe | Linguist: jepe
BPE: dydy | Linguist: dydy
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: hame | Linguist: hame
BPE: ne | Linguist: ne
BPE: me | Linguist: me
BPE: he | Linguist: he
BPE: tapyʔy | Linguist: tapyʔy
BPE: me | Linguist: me
BPE: ne | Linguist: ne
BPE: mihĩ | Linguist: mihĩ
BPE: ime | Linguist: ime
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: reʔe | Linguist: reʔe
BPE: mihĩ | Linguist: mihĩ
BPE: ime | Linguist: ime
BPE: pu | Linguist: pu
BPE: ku | Linguist: ku
BPE: já | Linguist: já
BPE: ĩ | Linguist: ĩ
BPE: reʔe | Linguist: reʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: jiete | Linguist: jiete
BPE: iwiha | Linguist: iwiha
BPE: mupẽ | Linguist: mupẽ
BPE: hamu | Linguist: hamu
BPE: kumeʔe | Linguist: kumeʔe
BPE: ku | Linguist: ku
BPE: jiete | Linguist: jiete
BPE: iwiha | Linguist: iwiha
BPE: mupẽ | Linguist: mupẽ
BPE: hamu | Linguist: hamu
BPE: erietʃi | Linguist: erietʃi
BPE: he | Linguist: he
BPE: hamu | Linguist: hamu
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: pape | Linguist: pape
BPE: hamu | Linguist: hamu
BPE: te | Linguist: te
BPE: he | Linguist: he
BPE: te kaʔapite | Linguist: te kaʔapite
BPE: nu | Linguist: nu
BPE: te miniju | Linguist: te miniju
BPE: y ti | Linguist: y ti
BPE: hamu | Linguist: hamu
BPE: tʃĩ | Linguist: tʃĩ
BPE: tʃĩ | Linguist: tʃĩ
BPE: ku | Linguist: ku
BPE: tʃĩ | Linguist: tʃĩ
BPE: ku | Linguist: ku
BPE: ka | Linguist: ka
BPE: tʃĩ | Linguist: tʃĩ
BPE: pa | Linguist: pa
BPE: he | Linguist: he
BPE: tʃĩ | Linguist: tʃĩ
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: te karu | Linguist: te karu
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: ta | Linguist: ta
BPE: ure | Linguist: ure
BPE: ku | Linguist: ku
BPE: ta | Linguist: ta
BPE: he | Linguist: he
BPE: jepe | Linguist: jepe
BPE: he | Linguist: he
BPE: ta | Linguist: ta
BPE: myde | Linguist: myde
BPE: u iwu | Linguist: u iwu
BPE: ta | Linguist: ta
BPE: pẽ | Linguist: pẽ
BPE: pe iwu | Linguist: pe iwu
BPE: ta | Linguist: ta
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: arapuha | Linguist: arapuha
BPE: aʔy | Linguist: aʔy
BPE: kaʔarume | Linguist: kaʔarume
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: pane | Linguist: pane
BPE: aʔy | Linguist: aʔy
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: ara | Linguist: ara
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: reʔe | Linguist: reʔe
BPE: ere tʃe | Linguist: ere tʃe
BPE: pane | Linguist: pane
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: reʔe | Linguist: reʔe
BPE: ne | Linguist: ne
BPE: araʔa | Linguist: araʔa
BPE: ure | Linguist: ure
BPE: uru puhu | Linguist: uru puhu
BPE: ne | Linguist: ne
BPE: raʔa | Linguist: raʔa
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: myde | Linguist: myde
BPE: araʔa | Linguist: araʔa
BPE: ku | Linguist: ku
BPE: pẽ | Linguist: pẽ
BPE: pe ha | Linguist: pe ha
BPE: araʔa | Linguist: araʔa
BPE: ne | Linguist: ne
BPE: jupe | Linguist: jupe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: nu | Linguist: nu
BPE: jupe | Linguist: jupe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: ka | Linguist: ka
BPE: nu | Linguist: nu
BPE: uru ʔu | Linguist: uru ʔu
BPE: jupe | Linguist: jupe
BPE: ku | Linguist: ku
BPE: ure | Linguist: ure
BPE: nu | Linguist: nu
BPE: jupe | Linguist: jupe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: jupe | Linguist: jupe
BPE: ku | Linguist: ku
BPE: ne | Linguist: ne
BPE: ne | Linguist: ne
BPE: ku | Linguist: ku
BPE: hetete | Linguist: hetete
BPE: he | Linguist: he
BPE: ku | Linguist: ku
BPE: hetete | Linguist: hetete
BPE: pẽ | Linguist: pẽ
BPE: ku | Linguist: ku
BPE: hetete | Linguist: hetete
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: hetete | Linguist: hetete
BPE: ku | Linguist: ku
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: hetete | Linguist: hetete
BPE: ja | Linguist: ja
BPE: ne | Linguist: ne
BPE: e ata | Linguist: e ata
BPE: hetete | Linguist: hetete
BPE: hetete | Linguist: hetete
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: eʔe | Linguist: eʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: hetete | Linguist: hetete
BPE: ure | Linguist: ure
BPE: hetete | Linguist: hetete
BPE: imi | Linguist: imi
BPE: kumete | Linguist: kumete
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: jĩ | Linguist: jĩ
BPE: retemeʔe | Linguist: retemeʔe
BPE: ure | Linguist: ure
BPE: jĩ | Linguist: jĩ
BPE: tʃi | Linguist: tʃi
BPE: retemeʔe | Linguist: retemeʔe
BPE: ku | Linguist: ku
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: ure | Linguist: ure
BPE: retemeʔe | Linguist: retemeʔe
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: retemeʔe | Linguist: retemeʔe
BPE: he | Linguist: he
BPE: jaty | Linguist: jaty
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: he | Linguist: he
BPE: já | Linguist: já
BPE: mumũ | Linguist: mumũ
BPE: pawẽ | Linguist: pawẽ
BPE: mumũ | Linguist: mumũ
BPE: mũmũ | Linguist: mũmũ
BPE: hetĩ | Linguist: hetĩ
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: kumete | Linguist: kumete
BPE: yna | Linguist: yna
BPE: yna | Linguist: yna
BPE: he | Linguist: he
BPE: yna | Linguist: yna
BPE: he | Linguist: he
BPE: yna | Linguist: yna
BPE: y | Linguist: y
BPE: yna | Linguist: yna
BPE: y | Linguist: y
BPE: katʃe | Linguist: katʃe
BPE: ja | Linguist: ja
BPE: pa | Linguist: pa
BPE: reʔe | Linguist: reʔe
BPE: maj | Linguist: maj
BPE: ja | Linguist: ja
BPE: ku | Linguist: ku
BPE: reʔe | Linguist: reʔe
BPE: tatu uhu | Linguist: tatu uhu
BPE: pa | Linguist: pa
BPE: reʔe | Linguist: reʔe
BPE: padydy | Linguist: padydy
BPE: ajuru | Linguist: ajuru
BPE: herĩ | Linguist: herĩ
BPE: ku | Linguist: ku
BPE: herĩ | Linguist: herĩ
BPE: ku | Linguist: ku
BPE: ∅ pi | Linguist: ∅ pi
BPE: he | Linguist: he
BPE: ja | Linguist: ja
BPE: we | Linguist: we
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: he | Linguist: he
BPE: pẽ | Linguist: pẽ
BPE: he | Linguist: he
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: iwira | Linguist: iwira
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: ure | Linguist: ure
BPE: wĩ | Linguist: wĩ
BPE: ja | Linguist: ja
BPE: neʔe | Linguist: neʔe
BPE: ja | Linguist: ja
BPE: he | Linguist: he
BPE: ne | Linguist: ne
BPE: me | Linguist: me
